max_loss,max_daily_loss,max_gain,max_daily_gain,max_drawdown,drawdown_days,start_date,end_date,mv_6,mv_0
-0.3,-0.05,0.3,0.1,0.025,20,2016-01-01,2020-09-01,8565.0,8949.0
-0.3,-0.05,0.3,0.1,0.05,10,2016-01-01,2020-09-01,8888.0,7866.0
-0.3,-0.05,0.3,0.1,0.05,15,2016-01-01,2020-09-01,8251.0,8116.0
-0.3,-0.05,0.3,0.1,0.05,20,2016-01-01,2020-09-01,8118.0,7918.0
-0.3,-0.05,0.3,0.2,0.01,10,2016-01-01,2020-09-01,6597.0,6155.0
-0.3,-0.05,0.3,0.2,0.01,15,2016-01-01,2020-09-01,5405.0,6219.0
-0.3,-0.05,0.3,0.2,0.01,20,2016-01-01,2020-09-01,5039.0,5668.0
-0.3,-0.05,0.3,0.2,0.025,10,2016-01-01,2020-09-01,6585.0,9308.0
-0.3,-0.05,0.3,0.2,0.025,15,2016-01-01,2020-09-01,5461.0,8946.0
-0.3,-0.05,0.3,0.2,0.025,20,2016-01-01,2020-09-01,7383.0,8668.0
-0.3,-0.05,0.3,0.2,0.05,10,2016-01-01,2020-09-01,8792.0,7862.0
-0.3,-0.05,0.3,0.2,0.05,15,2016-01-01,2020-09-01,8150.0,8209.0
-0.3,-0.05,0.3,0.2,0.05,20,2016-01-01,2020-09-01,8588.0,7325.0
-0.3,-0.05,0.3,0.3,0.01,10,2016-01-01,2020-09-01,6582.0,6153.0
-0.3,-0.05,0.3,0.3,0.01,15,2016-01-01,2020-09-01,5404.0,6219.0
-0.3,-0.05,0.3,0.3,0.01,20,2016-01-01,2020-09-01,6152.0,5670.0
-0.3,-0.05,0.3,0.3,0.025,10,2016-01-01,2020-09-01,6622.0,9488.0
-0.3,-0.05,0.3,0.3,0.025,15,2016-01-01,2020-09-01,5248.0,8965.0
-0.3,-0.05,0.3,0.3,0.025,20,2016-01-01,2020-09-01,7653.0,8655.0
-0.3,-0.05,0.3,0.3,0.05,10,2016-01-01,2020-09-01,7965.0,7952.0
-0.3,-0.05,0.3,0.3,0.05,15,2016-01-01,2020-09-01,8138.0,8248.0
-0.3,-0.05,0.3,0.3,0.05,20,2016-01-01,2020-09-01,8604.0,7245.0
-0.3,-0.05,0.5,0.1,0.01,10,2016-01-01,2020-09-01,6693.0,6180.0
-0.3,-0.05,0.5,0.1,0.01,15,2016-01-01,2020-09-01,5259.0,5371.0
-0.3,-0.05,0.5,0.1,0.01,20,2016-01-01,2020-09-01,5636.0,5919.0
-0.3,-0.05,0.5,0.1,0.025,10,2016-01-01,2020-09-01,6523.0,9447.0
-0.3,-0.05,0.5,0.1,0.025,15,2016-01-01,2020-09-01,5140.0,8644.0
-0.3,-0.05,0.5,0.1,0.025,20,2016-01-01,2020-09-01,7486.0,8849.0
-0.3,-0.05,0.5,0.1,0.05,10,2016-01-01,2020-09-01,7750.0,7767.0
-0.3,-0.05,0.5,0.1,0.05,15,2016-01-01,2020-09-01,7827.0,8238.0
-0.3,-0.05,0.5,0.1,0.05,20,2016-01-01,2020-09-01,7983.0,7308.0
-0.3,-0.05,0.5,0.2,0.01,10,2016-01-01,2020-09-01,6591.0,6160.0
-0.3,-0.05,0.5,0.2,0.01,15,2016-01-01,2020-09-01,5408.0,6219.0
-0.3,-0.05,0.5,0.2,0.01,20,2016-01-01,2020-09-01,5022.0,5695.0
-0.3,-0.05,0.5,0.2,0.025,10,2016-01-01,2020-09-01,6523.0,8980.0
-0.3,-0.05,0.5,0.2,0.025,15,2016-01-01,2020-09-01,5096.0,8825.0
-0.3,-0.05,0.5,0.2,0.025,20,2016-01-01,2020-09-01,7563.0,9391.0
-0.3,-0.05,0.5,0.2,0.05,10,2016-01-01,2020-09-01,7664.0,8145.0
-0.3,-0.05,0.5,0.2,0.05,15,2016-01-01,2020-09-01,7759.0,8175.0
-0.3,-0.05,0.5,0.2,0.05,20,2016-01-01,2020-09-01,8069.0,7234.0
-0.3,-0.05,0.5,0.3,0.01,10,2016-01-01,2020-09-01,6577.0,6157.0
-0.3,-0.05,0.5,0.3,0.01,15,2016-01-01,2020-09-01,5407.0,6219.0
-0.3,-0.05,0.5,0.3,0.01,20,2016-01-01,2020-09-01,5615.0,5533.0
-0.3,-0.05,0.5,0.3,0.025,10,2016-01-01,2020-09-01,6567.0,8977.0
-0.3,-0.05,0.5,0.3,0.025,15,2016-01-01,2020-09-01,5053.0,8863.0
-0.3,-0.05,0.5,0.3,0.025,20,2016-01-01,2020-09-01,7876.0,9363.0
-0.3,-0.05,0.5,0.3,0.05,10,2016-01-01,2020-09-01,7673.0,8227.0
-0.3,-0.05,0.5,0.3,0.05,15,2016-01-01,2020-09-01,7765.0,7879.0
-0.3,-0.05,0.5,0.3,0.05,20,2016-01-01,2020-09-01,8059.0,7225.0
-0.3,-0.05,0.2,0.1,0.01,10,2016-01-01,2020-09-01,5875.0,6384.0
-0.3,-0.05,0.2,0.1,0.01,15,2016-01-01,2020-09-01,5334.0,5363.0
-0.3,-0.05,0.2,0.1,0.01,20,2016-01-01,2020-09-01,4876.0,5546.0
-0.3,-0.05,0.2,0.1,0.025,10,2016-01-01,2020-09-01,7172.0,9181.0
-0.3,-0.05,0.2,0.1,0.025,15,2016-01-01,2020-09-01,5217.0,8527.0
-0.3,-0.05,0.2,0.1,0.025,20,2016-01-01,2020-09-01,7621.0,9144.0
-0.3,-0.05,0.2,0.1,0.05,10,2016-01-01,2020-09-01,9072.0,7799.0
-0.3,-0.05,0.2,0.1,0.05,15,2016-01-01,2020-09-01,7853.0,8304.0
-0.3,-0.05,0.2,0.1,0.05,20,2016-01-01,2020-09-01,8087.0,7305.0
-0.3,-0.05,0.2,0.2,0.01,10,2016-01-01,2020-09-01,5650.0,6405.0
-0.3,-0.05,0.2,0.2,0.01,15,2016-01-01,2020-09-01,5032.0,5748.0
-0.3,-0.05,0.2,0.2,0.01,20,2016-01-01,2020-09-01,5255.0,5544.0
-0.3,-0.05,0.2,0.2,0.025,10,2016-01-01,2020-09-01,7814.0,9045.0
-0.3,-0.05,0.2,0.2,0.025,15,2016-01-01,2020-09-01,5107.0,8201.0
-0.3,-0.05,0.2,0.2,0.025,20,2016-01-01,2020-09-01,6930.0,9482.0
-0.3,-0.05,0.2,0.2,0.05,10,2016-01-01,2020-09-01,8965.0,8187.0
-0.3,-0.05,0.2,0.2,0.05,15,2016-01-01,2020-09-01,7749.0,8405.0
-0.3,-0.05,0.2,0.2,0.05,20,2016-01-01,2020-09-01,8064.0,7322.0
-0.3,-0.05,0.2,0.3,0.01,10,2016-01-01,2020-09-01,5660.0,6403.0
-0.3,-0.05,0.2,0.3,0.01,15,2016-01-01,2020-09-01,5026.0,5749.0
-0.3,-0.05,0.2,0.3,0.01,20,2016-01-01,2020-09-01,5209.0,5544.0
-0.3,-0.05,0.2,0.3,0.025,10,2016-01-01,2020-09-01,7806.0,9022.0
-0.3,-0.05,0.2,0.3,0.025,15,2016-01-01,2020-09-01,5071.0,8277.0
-0.3,-0.05,0.2,0.3,0.025,20,2016-01-01,2020-09-01,7587.0,9523.0
-0.3,-0.05,0.2,0.3,0.05,10,2016-01-01,2020-09-01,9000.0,8129.0
-0.3,-0.05,0.2,0.3,0.05,15,2016-01-01,2020-09-01,7894.0,8400.0
-0.3,-0.05,0.2,0.3,0.05,20,2016-01-01,2020-09-01,8062.0,7316.0
-0.3,-0.15,0.3,0.1,0.01,10,2016-01-01,2020-09-01,6492.0,6551.0
-0.3,-0.15,0.3,0.1,0.01,15,2016-01-01,2020-09-01,5366.0,5742.0
-0.3,-0.15,0.3,0.1,0.01,20,2016-01-01,2020-09-01,4980.0,5720.0
-0.3,-0.15,0.3,0.1,0.025,10,2016-01-01,2020-09-01,6905.0,9705.0
-0.3,-0.15,0.3,0.1,0.025,15,2016-01-01,2020-09-01,5874.0,9095.0
-0.3,-0.15,0.3,0.1,0.025,20,2016-01-01,2020-09-01,8091.0,9773.0
-0.3,-0.15,0.3,0.1,0.05,10,2016-01-01,2020-09-01,9422.0,8903.0
-0.3,-0.15,0.3,0.1,0.05,15,2016-01-01,2020-09-01,7814.0,9191.0
-0.3,-0.15,0.3,0.1,0.05,20,2016-01-01,2020-09-01,8212.0,9510.0
-0.3,-0.15,0.3,0.2,0.01,10,2016-01-01,2020-09-01,6575.0,6535.0
-0.3,-0.15,0.3,0.2,0.01,15,2016-01-01,2020-09-01,5507.0,5667.0
-0.3,-0.15,0.3,0.2,0.01,20,2016-01-01,2020-09-01,5773.0,5587.0
-0.3,-0.15,0.3,0.2,0.025,10,2016-01-01,2020-09-01,7298.0,9335.0
-0.3,-0.15,0.3,0.2,0.025,15,2016-01-01,2020-09-01,5285.0,8920.0
-0.3,-0.15,0.3,0.2,0.025,20,2016-01-01,2020-09-01,8527.0,9550.0
-0.3,-0.15,0.3,0.2,0.05,10,2016-01-01,2020-09-01,9409.0,8923.0
-0.3,-0.15,0.3,0.2,0.05,15,2016-01-01,2020-09-01,9558.0,9685.0
-0.3,-0.15,0.3,0.2,0.05,20,2016-01-01,2020-09-01,8313.0,8765.0
-0.3,-0.15,0.3,0.3,0.01,10,2016-01-01,2020-09-01,6379.0,6537.0
-0.3,-0.15,0.3,0.3,0.01,15,2016-01-01,2020-09-01,5505.0,5669.0
-0.3,-0.15,0.3,0.3,0.01,20,2016-01-01,2020-09-01,5754.0,5588.0
-0.3,-0.15,0.3,0.3,0.025,10,2016-01-01,2020-09-01,6804.0,9285.0
-0.3,-0.15,0.3,0.3,0.025,15,2016-01-01,2020-09-01,5679.0,9026.0
-0.3,-0.15,0.3,0.3,0.025,20,2016-01-01,2020-09-01,8545.0,9472.0
-0.3,-0.15,0.3,0.3,0.05,10,2016-01-01,2020-09-01,8817.0,9176.0
-0.3,-0.15,0.3,0.3,0.05,15,2016-01-01,2020-09-01,9598.0,9705.0
-0.3,-0.15,0.3,0.3,0.05,20,2016-01-01,2020-09-01,8157.0,9006.0
-0.3,-0.15,0.5,0.1,0.01,10,2016-01-01,2020-09-01,6693.0,6554.0
-0.3,-0.15,0.5,0.1,0.01,15,2016-01-01,2020-09-01,5353.0,5742.0
-0.3,-0.15,0.5,0.1,0.01,20,2016-01-01,2020-09-01,4313.0,5710.0
-0.3,-0.15,0.5,0.1,0.025,10,2016-01-01,2020-09-01,6652.0,9499.0
-0.3,-0.15,0.5,0.1,0.025,15,2016-01-01,2020-09-01,5923.0,9013.0
-0.3,-0.15,0.5,0.1,0.025,20,2016-01-01,2020-09-01,8632.0,9594.0
-0.3,-0.15,0.5,0.1,0.05,10,2016-01-01,2020-09-01,8145.0,8851.0
-0.3,-0.15,0.5,0.1,0.05,15,2016-01-01,2020-09-01,9103.0,9197.0
-0.3,-0.15,0.5,0.1,0.05,20,2016-01-01,2020-09-01,8354.0,8787.0
-0.3,-0.15,0.5,0.2,0.01,10,2016-01-01,2020-09-01,7441.0,6528.0
-0.3,-0.15,0.5,0.2,0.01,15,2016-01-01,2020-09-01,5437.0,5899.0
-0.3,-0.15,0.5,0.2,0.01,20,2016-01-01,2020-09-01,4946.0,5570.0
-0.3,-0.15,0.5,0.2,0.025,10,2016-01-01,2020-09-01,6721.0,9377.0
-0.3,-0.15,0.5,0.2,0.025,15,2016-01-01,2020-09-01,6025.0,8909.0
-0.3,-0.15,0.5,0.2,0.025,20,2016-01-01,2020-09-01,8826.0,9238.0
-0.3,-0.15,0.5,0.2,0.05,10,2016-01-01,2020-09-01,8939.0,8865.0
-0.3,-0.15,0.5,0.2,0.05,15,2016-01-01,2020-09-01,8992.0,9813.0
-0.3,-0.15,0.5,0.2,0.05,20,2016-01-01,2020-09-01,8700.0,9080.0
-0.3,-0.15,0.5,0.3,0.01,10,2016-01-01,2020-09-01,7427.0,6526.0
-0.3,-0.15,0.5,0.3,0.01,15,2016-01-01,2020-09-01,5435.0,5784.0
-0.3,-0.15,0.5,0.3,0.01,20,2016-01-01,2020-09-01,4956.0,5570.0
-0.3,-0.15,0.5,0.3,0.025,10,2016-01-01,2020-09-01,6930.0,9427.0
-0.3,-0.15,0.5,0.3,0.025,15,2016-01-01,2020-09-01,5573.0,8926.0
-0.3,-0.15,0.5,0.3,0.025,20,2016-01-01,2020-09-01,8806.0,9575.0
